KPD_SIFRA	NAZIV	SEKTOR	RAZINA	FINALNA
28.30.5	Strojevi za izbacivanje, raspršivanje i prskanje tekućine ili praha, za poljoprivredu i vrtlarstvo	C	4	NE
28.30.6	Samoutovarne i samoistovarne prikolice i poluprikolice za poljoprivredu	C	4	NE
28.30.7	Ostali strojevi za poljoprivredu	C	4	NE
28.30.8	Dijelovi strojeva i opreme za poljoprivredu	C	4	NE
28.30.9	Podugovarateljski poslovi kao dio proizvodnje strojeva za poljoprivredu i šumarstvo	C	4	NE
28.41.1	Alatni strojevi za obradu metala upravljani laserom i slično; obradni centri i slično	C	4	NE
28.41.2	Tokarilice i alatni strojevi za obradu metala bušenjem, proširivanjem provrta i glodanjem	C	4	NE
28.41.3	Ostali alatni strojevi za obradu metala	C	4	NE
28.41.4	Dijelovi i pribor za alatne strojeve za obradu metala	C	4	NE
28.41.9	Podugovarateljski poslovi kao dio proizvodnje strojeva za oblikovanje metala i alatnih strojeva za obradu metala	C	4	NE
28.42.1	Alatni strojevi za obradu kamena, drva i sličnih tvrdih materijala	C	4	NE
28.42.2	Držači alata	C	4	NE
28.42.9	Podugovarateljski poslovi kao dio proizvodnje ostalih alatnih strojeva	C	4	NE
28.91.1	Strojevi za metalurgiju i njihovi dijelovi	C	4	NE
28.91.9	Podugovarateljski poslovi kao dio proizvodnje strojeva za metalurgiju i njihovih dijelova	C	4	NE
28.92.1	Strojevi za rudarstvo	C	4	NE
28.92.2	Ostali samokretni strojevi za grejdiranje, ravnanje, struganje, iskopavanje, nabijanje, bušenje ili vađenje zemlje, minerala ili ruda	C	4	NE
28.92.3	Ostali strojevi za iskopavanje	C	4	NE
28.92.4	Strojevi za sortiranje, mljevenje, miješanje i sličnu obradu zemlje, kamena, ruda i drugih mineralnih materijala	C	4	NE
28.92.5	Dijelovi strojeva za rudnike, kamenolome i građevinarstvo	C	4	NE
28.92.9	Podugovarateljski poslovi kao dio proizvodnje strojeva za rudnike, kamenolome i građevinarstvo	C	4	NE
28.93.1	Strojevi za industriju hrane, pića i duhan, osim njihovih dijelova	C	4	NE
28.93.2	Strojevi za čišćenje, sortiranje i gradiranje sjemenja, zrnja ili sušenoga mahunastog povrća	C	4	NE
28.93.3	Dijelovi strojeva za industriju hrane, pića i duhana	C	4	NE
28.93.9	Podugovarateljski poslovi kao dio proizvodnje strojeva za industriju hrane, pića i duhana	C	4	NE
28.94.1	Strojevi za pripremu, predenje, tkanje i pletenje tekstila	C	4	NE
28.94.2	Ostali strojevi za proizvodnju tekstila i odjeće	C	4	NE
28.94.3	Strojevi za obradu štavljene i sirove kože ili za proizvodnju i popravak obuće i drugih predmeta	C	4	NE
28.94.4	Šivaći strojevi za kućanstvo	C	4	NE
28.94.5	Dijelovi i pribor za strojeve za tkanje i predenje te za strojeve za ostalu proizvodnju tekstila i odjeće i za obradu kože	C	4	NE
28.94.9	Podugovarateljski poslovi kao dio proizvodnje strojeva za industriju tekstila, odjeće i kože	C	4	NE
28.95.1	Strojevi za industriju papira i kartona te njihovi dijelovi	C	4	NE
28.95.9	Podugovarateljski poslovi kao dio proizvodnje strojeva za industriju papira i kartona te njihovih dijelova	C	4	NE
28.96.1	Ostali strojevi za obradu plastike i gume ili za izradu proizvoda od tih materijala	C	4	NE
28.96.2	Dijelovi ostalih strojeva za obradu plastike i gume ili za izradu proizvoda od tih materijala	C	4	NE
28.96.9	Podugovarateljski poslovi kao dio proizvodnje strojeva za plastiku i gumu	C	4	NE
28.97.1	Strojevi za aditivnu proizvodnju	C	4	NE
28.97.9	Podugovarateljski poslovi kao dio proizvodnje strojeva za aditivnu proizvodnju	C	4	NE
28.99.1	Tiskarski i knjigoveški strojevi	C	4	NE
28.99.2	Strojevi i aparati koji se koriste isključivo ili uglavnom za proizvodnju poluvodičkih blokova ili ploča, poluvodičkih elemenata, elektroničkih integriranih krugova ili ravnih pokaznika	C	4	NE
28.99.3	Strojevi za posebne namjene, d. n.	C	4	NE
28.99.4	Dijelovi tiskarskih i knjigoveških strojeva	C	4	NE
28.99.5	Dijelovi strojeva i aparata vrste koja se koristi isključivo ili uglavnom za proizvodnju poluvodičkih blokova ili ploča, poluvodičkih elemenata, elektroničkih integriranih krugova ili ravnih pokaznika; dijelovi ostalih strojeva za posebne namjene	C	4	NE
28.99.9	Podugovarateljski poslovi kao dio proizvodnje ostalih strojeva za posebne namjene, d. n.	C	4	NE
29.10.1	Motori za pogon motornih vozila	C	4	NE
29.10.2	Osobna vozila	C	4	NE
29.10.4	Motorna vozila za prijevoz robe	C	4	NE
29.10.5	Motorna vozila za posebne namjene	C	4	NE
29.10.9	Podugovarateljski poslovi kao dio proizvodnje motornih vozila	C	4	NE
29.20.1	Karoserije za motorna vozila	C	4	NE
29.20.2	Prikolice i poluprikolice; kontejneri	C	4	NE
29.20.3	Dijelovi prikolica, poluprikolica i drugih vozila bez vlastitog pogona	C	4	NE
29.20.4	Usluge prepravljanja, sastavljanja, opremanja i radova na karoseriji za motorna vozila	C	4	NE
29.20.5	Usluge opremanja vozila za stanovanje ili kampiranje i mobilnih kuća	C	4	NE
29.20.9	Podugovarateljski poslovi kao dio proizvodnje karoserija za motorna vozila; prikolice i poluprikolice	C	4	NE
29.31.1	Setovi vodiča za paljenje i ostali setovi vodiča za cestovna motorna vozila, zrakoplove i brodove	C	4	NE
29.31.2	Ostala električna oprema za motorna vozila i njihove dijelove	C	4	NE
29.31.3	Dijelovi ostale električne opreme za motorna vozila i motocikle	C	4	NE
29.31.9	Podugovarateljski poslovi kao dio proizvodnje električne i elektroničke opreme za motorna vozila	C	4	NE
29.32.1	Sjedala za motorna vozila	C	4	NE
29.32.2	Sigurnosni pojasevi, zračni jastuci te dijelovi i pribor za karoserije	C	4	NE
29.32.3	Ostali dijelovi i pribor za motorna vozila, d. n.	C	4	NE
29.32.9	Usluge sastavljanja ostalih dijelova i pribora za motorna vozila; usluge sastavljanja kompletnih konstrukcija za motorna vozila unutar proizvodnog procesa; podugovarateljski poslovi kao dio proizvodnje ostalih dijelova i pribora za motorna vozila	C	4	NE
30.11.1	Brodovi i slična plovila za prijevoz putnika i robe	C	4	NE
30.11.2	Ribarski brodovi i ostali specijalni plovni objekti	C	4	NE
30.11.3	Platforme za bušenje i proizvodnju te plovila za opskrbu tih platformi	C	4	NE
30.11.4	Ostali plutajući objekti	C	4	NE
30.11.9	Usluge preinaka, popravaka i opremanja brodova, plutajućih platformi i objekata; podugovarateljski poslovi kao dio proizvodnje civilnih brodova i plutajućih objekata	C	4	NE
30.12.1	Čamci za razonodu i sportski čamci	C	4	NE
30.12.9	Usluge preinaka, popravaka i opremanja čamaca za razonodu i sportskih čamaca (uključujući jahte); podugovarateljski poslovi kao dio proizvodnje čamaca za razonodu i sportskih čamaca	C	4	NE
30.13.1	Vojni brodovi i plovila	C	4	NE
30.13.9	Podugovarateljski poslovi kao dio proizvodnje vojnih brodova i plovila	C	4	NE
30.20.1	Željezničke lokomotive i lokomotivski tenderi	C	4	NE
30.20.2	Samokretni željeznički i tramvajski putnički ili teretni vagoni i vozila, osim vozila za održavanje i servisiranje	C	4	NE
30.20.3	Ostala tračnička vozila	C	4	NE
30.20.4	Dijelovi željezničkih i tramvajskih lokomotiva i tračničkih vozila; mehanička oprema za kontrolu prometa	C	4	NE
30.20.9	Usluge generalnog remonta i opremanja željezničkih i tramvajskih lokomotiva i tračničkih vozila; podugovarateljski poslovi kao dio proizvodnje željezničkih lokomotiva i tračničkih vozila	C	4	NE
30.31.1	Motori i strojevi za zrakoplove ili svemirske letjelice; zemaljski uređaji za obuku letenja i njihovi dijelovi	C	4	NE
30.31.2	Baloni i zračni brodovi; zračne jedrilice, pilotirani zmajevi i ostale letjelice bez vlastitog pogona	C	4	NE
30.31.3	Helikopteri i zrakoplovi	C	4	NE
30.31.4	Svemirske letjelice (uključujući satelite) i oprema za lansiranje svemirskih letjelica	C	4	NE
30.31.5	Civilne bespilotne letjelice	C	4	NE
30.31.6	Ostali dijelovi zrakoplova i svemirskih letjelica	C	4	NE
30.31.7	Usluge remonta i preinaka zrakoplova i motora za zrakoplove	C	4	NE
30.31.9	Podugovarateljski poslovi kao dio proizvodnje civilnih zrakoplova i svemirskih letjelica te srodnih strojeva i opreme	C	4	NE
30.32.1	Vojni zrakoplovi i svemirske letjelice te srodni strojevi i oprema	C	4	NE
30.32.9	Podugovarateljski poslovi kao dio proizvodnje vojnih zrakoplova i svemirskih letjelica te srodnih strojeva i opreme	C	4	NE
30.40.1	Vojna borbena vozila	C	4	NE
30.40.9	Podugovarateljski poslovi kao dio proizvodnje vojnih borbenih vozila	C	4	NE
30.91.1	Motocikli i bočne prikolice motocikala	C	4	NE
30.91.2	Dijelovi i pribor za motocikle i bočne prikolice motocikala	C	4	NE
30.91.3	Motori s unutarnjim izgaranjem, za motocikle	C	4	NE
30.91.9	Podugovarateljski poslovi kao dio proizvodnje motocikala	C	4	NE
30.92.1	Bicikli i druga slična vozila	C	4	NE
30.92.2	Invalidska kolica	C	4	NE
30.92.3	Dijelovi i pribor za bicikle i druga slična vozila te za invalidska kolica	C	4	NE
30.92.4	Dječja kolica i njihovi dijelovi	C	4	NE
30.92.9	Podugovarateljski poslovi kao dio proizvodnje bicikala i invalidskih kolica	C	4	NE
30.99.1	Ostala prijevozna sredstva, d. n.	C	4	NE
30.99.9	Podugovarateljski poslovi kao dio proizvodnje ostalih prijevoznih sredstava, d. n.	C	4	NE
31.00.1	Uredski namještaj; drveni namještaj za trgovine	C	4	NE
31.00.2	Kuhinjski namještaj	C	4	NE
31.00.3	Nosači madraca i madraci	C	4	NE
31.00.4	Ostali namještaj	C	4	NE
31.00.5	Usluge dovršavanja novog namještaja	C	4	NE
31.00.6	Sjedala i njihovi dijelovi	C	4	NE
31.00.7	Usluge tapeciranja stolica i sjedala	C	4	NE
31.00.8	Dijelovi namještaja, osim sjedala	C	4	NE
31.00.9	Podugovarateljski poslovi kao dio proizvodnje namještaja	C	4	NE
32.11.1	Kovani novac	C	4	NE
32.11.9	Podugovarateljski poslovi kao dio proizvodnje kovanog novca	C	4	NE
32.12.1	Nakit i srodni proizvodi	C	4	NE
32.12.9	Podugovarateljski poslovi kao dio proizvodnje nakita i srodnih proizvoda	C	4	NE
32.13.1	Imitacija nakita (bižuterija) i srodni proizvodi	C	4	NE
32.13.9	Podugovarateljski poslovi kao dio proizvodnje imitacije nakita (bižuterije) i srodnih proizvoda	C	4	NE
32.20.1	Klaviri, orgulje i drugi žičani i puhački instrumenti, klavijature; metronomi, zvučne vilice; mehanizmi za glazbene kutije	C	4	NE
32.20.2	Dijelovi i pribor za glazbene instrumente	C	4	NE
32.20.9	Podugovarateljski poslovi kao dio proizvodnje glazbenih instrumenata	C	4	NE
32.30.1	Sportska oprema	C	4	NE
32.30.9	Podugovarateljski poslovi kao dio proizvodnje sportske opreme	C	4	NE
32.40.1	Lutke s ljudskim likom; igračke u obliku životinja ili drugih neljudskih bića; njihovi dijelovi	C	4	NE
32.40.2	Vlakovi igračke i njihov pribor; ostali smanjeni modeli, konstrukcije i igračke za sastavljanje	C	4	NE
32.40.3	Ostale igračke	C	4	NE
32.40.4	Ostale igre	C	4	NE
32.40.9	Podugovarateljski poslovi kao dio proizvodnje igara i igračaka	C	4	NE
32.50.1	Medicinski, kirurški i stomatološki instrumenti i aparati	C	4	NE
32.50.2	Umjetni zglobovi; ortopedska pomagala; umjetni zubi; zubne proteze; ostali umjetni dijelovi tijela; njihovi dijelovi	C	4	NE
32.50.3	Medicinski, kirurški, stomatološki i veterinarski namještaj; brijačke i slične stolice te njihovi dijelovi	C	4	NE
32.50.4	Naočale, leće i njihovi dijelovi	C	4	NE
32.50.5	Ostali proizvodi za medicinsku i kiruršku uporabu	C	4	NE
32.50.9	Podugovarateljski poslovi kao dio proizvodnje medicinskih i stomatoloških instrumenata i pribora	C	4	NE
32.91.1	Metle i četke	C	4	NE
32.91.9	Podugovarateljski poslovi kao dio proizvodnje metli i četki	C	4	NE
32.99.1	Zaštitna pokrivala za glavu; olovke i kemijske olovke, ploče za pisanje, datumari, žigovi i numeratori; vrpce za pisaće strojeve, jastučići za žigove na tintu	C	4	NE
32.99.2	Kišobrani; štapovi za hodanje; gumbi; presvučeni gumbi; patentni zatvarači; njihovi dijelovi	C	4	NE
32.99.3	Proizvodi od ljudske i životinjske dlake; slični proizvodi od tekstilnih materijala	C	4	NE
32.99.4	Upaljači, lule i njihovi dijelovi; proizvodi od zapaljivih materijala; tekuća i ukapljena plinovita goriva za upaljače	C	4	NE
32.99.5	Ostali proizvodi, d. n.	C	4	NE
32.99.6	Usluge prepariranja	C	4	NE
32.99.9	Podugovarateljski poslovi kao dio proizvodnje ostale proizvedene robe, d. n.	C	4	NE
33.11.0	Usluge popravka i održavanja metalnih proizvoda	C	4	NE
33.12.1	Usluge popravka i održavanja strojeva za opće namjene	C	4	NE
33.12.2	Usluge popravka i održavanja strojeva za posebne namjene	C	4	NE
33.13.0	Usluge popravka i održavanja elektroničke i optičke opreme	C	4	NE
33.14.0	Usluge popravka i održavanja električne opreme	C	4	NE
33.15.0	Usluge popravka i održavanja civilnih brodova i čamaca	C	4	NE
33.16.0	Usluge popravka i održavanja civilnih zrakoplova i svemirskih letjelica	C	4	NE
33.17.0	Usluge popravka i održavanja ostalih civilnih prijevoznih sredstava	C	4	NE
33.18.0	Usluge popravka i održavanja vojnih borbenih vozila, brodova, čamaca, zrakoplova i svemirskih letjelica	C	4	NE
33.19.0	Usluge popravka i održavanja ostale opreme	C	4	NE
33.20.1	Usluge instaliranja proizvoda od metala, osim strojeva i opreme	C	4	NE
33.20.2	Usluge instaliranja strojeva za opće namjene	C	4	NE
33.20.3	Usluge instaliranja strojeva za posebne namjene	C	4	NE
33.20.4	Usluge instaliranja elektroničke i optičke opreme	C	4	NE
33.20.5	Usluge instaliranja električne opreme	C	4	NE
33.20.6	Usluge instaliranja automatskih sustava za kontrolu industrijskih procesa	C	4	NE
33.20.7	Usluge instaliranja plastičnih cijevnih sustava u industrijskim pogonima	C	4	NE
33.20.9	Usluge instaliranja ostalih proizvoda, d. n.	C	4	NE
35.11.0	Električna energija iz neobnovljivih izvora	D	4	NE
35.12.0	Električna energija iz obnovljivih izvora	D	4	NE
35.13.0	Usluge prijenosa električne energije	D	4	NE
35.14.0	Usluge distribucije električne energije	D	4	NE
35.15.0	Usluge trgovine električnom energijom	D	4	NE
35.16.0	Usluge skladištenja električne energije	D	4	NE
35.21.0	Proizvedeni plin, za opskrbu energijom	D	4	NE
35.22.0	Usluge distribucije plinovitih goriva distribucijskom mrežom	D	4	NE
35.23.0	Usluge trgovine plinom distribucijskom mrežom	D	4	NE
35.24.0	Usluge skladištenja plina kao dio usluge opskrbe putem mreže	D	4	NE
35.30.1	Para i topla voda; usluge opskrbe parom i toplom vodom	D	4	NE
35.30.2	Usluge klimatizacije	D	4	NE
35.30.3	Led; usluge opskrbe hladnim zrakom i hladnom vodom	D	4	NE
35.40.0	Usluge brokera i agenata za električnu energiju i plin	D	4	NE
36.00.1	Prirodna voda	E	4	NE
36.00.2	Usluge pročišćavanja i distribucije vode	E	4	NE
36.00.3	Usluge trgovine vodom distribucijskom mrežom	E	4	NE
37.00.1	Usluge uklanjanja otpadnih voda	E	4	NE
37.00.2	Kanalizacijski mulj	E	4	NE
38.11.1	Usluge skupljanja neopasnog oporabljivog otpada	E	4	NE
38.11.2	Usluge skupljanja neopasnog neoporabljivog otpada	E	4	NE
38.11.3	Prikupljeni neoporabljivi neopasni otpad	E	4	NE
38.11.4	Olupine, za demontiranje	E	4	NE
38.11.5	Ostali prikupljeni oporabljivi neopasni otpad	E	4	NE
38.11.6	Rabljena odjeća i ostali rabljeni tekstilni proizvodi	E	4	NE
38.11.7	Usluge upravljanja objektima za odvoz neopasnog otpada	E	4	NE
38.12.1	Usluge skupljanja opasnog otpada	E	4	NE
38.12.2	Prikupljeni opasni otpad	E	4	NE
38.12.3	Usluge upravljanja objektima za odvoz opasnog otpada	E	4	NE
38.21.1	Usluge oporabe materijala	E	4	NE
38.21.2	Sekundarne sirovine od metala	E	4	NE
38.21.3	Sekundarne sirovine od nemetala	E	4	NE
38.21.4	Usluge demontiranja	E	4	NE
38.21.5	Usluge obrade otpada prije oporabe	E	4	NE
38.22.1	Usluge oporabe energije	E	4	NE
38.22.2	Pelete od komunalnog otpada za spaljivanje s dobivanjem energije	E	4	NE
38.23.0	Usluge oporabe ostalog otpada	E	4	NE
38.31.1	Usluge spaljivanja opasnog otpada bez dobivanja energije	E	4	NE
38.31.2	Usluge spaljivanja neopasnog otpada bez dobivanja energije	E	4	NE
38.31.3	Otpadna organska otapala	E	4	NE
38.31.4	Pepeo i drugi ostaci spaljenog otpada	E	4	NE
38.31.5	Pelete od komunalnog otpada za spaljivanje bez dobivanja energije	E	4	NE
38.31.6	Usluge obrade otpada prije spaljivanja bez dobivanja energije	E	4	NE
38.32.1	Usluge odlaganja ili trajnog skladištenja neopasnog otpada	E	4	NE
38.32.2	Usluge odlaganja ili trajnog skladištenja opasnog otpada	E	4	NE
38.33.0	Ostale usluge zbrinjavanja otpada	E	4	NE
39.00.1	Usluge sanacije i čišćenja okoliša	E	4	NE
39.00.2	Ostale usluge sanacije okoliša i posebne usluge kontrole onečišćenja	E	4	NE
41.00.1	Stambene zgrade	F	4	NE
41.00.2	Nestambene zgrade	F	4	NE
41.00.3	Građevinski radovi na izgradnji stambenih zgrada	F	4	NE
41.00.4	Građevinski radovi na izgradnji nestambenih zgrada	F	4	NE
42.11.1	Autoceste, ceste, ulice i ostale prometnice ili pješački putovi i uzletišta u zračnim lukama	F	4	NE
42.11.2	Građevinski radovi na izgradnji autocesta, cesta, ulica i ostalih prometnica ili pješačkih putova te uzletišta u zračnim lukama	F	4	NE
42.12.1	Željezničke pruge i podzemne željeznice	F	4	NE
42.12.2	Građevinski radovi na izgradnji željezničkih pruga i podzemnih željeznica	F	4	NE
42.13.1	Mostovi i tuneli	F	4	NE
42.13.2	Građevinski radovi na izgradnji mostova i tunela	F	4	NE
42.21.1	Cjevovodi za tekućine i plinove	F	4	NE
42.21.2	Građevinski radovi na izgradnji cjevovoda za tekućine i plinove	F	4	NE
42.22.1	Elektroenergetski i telekomunikacijski vodovi	F	4	NE
42.22.2	Građevinski radovi na izgradnji elektroenergetskih i telekomunikacijskih vodova	F	4	NE
42.91.1	Luke, pristaništa, brane, ustavi i srodne hidromehaničke građevine	F	4	NE
42.91.2	Građevinski radovi na izgradnji luka, pristaništa, brana, ustava i srodnih hidromehaničkih građevina	F	4	NE
42.99.1	Ostale građevine niskogradnje	F	4	NE
42.99.2	Građevinski radovi na izgradnji ostalih građevina niskogradnje	F	4	NE
43.11.0	Radovi na uklanjanju građevina	F	4	NE
43.12.0	Pripremni radovi na gradilištu	F	4	NE
43.13.0	Radovi na pokusnom bušenju i sondiranju terena za gradnju	F	4	NE
43.21.0	Elektroinstalacijski radovi	F	4	NE
43.22.1	Radovi na uvođenju instalacija za vodovod i kanalizaciju (odvod), grijanje, ventilaciju i klimatizaciju	F	4	NE
43.22.2	Radovi na uvođenju instalacija za plin	F	4	NE
43.23.1	Radovi na postavljanju izolacije	F	4	NE
43.23.2	Radovi na hidroizolaciji	F	4	NE
43.24.0	Ostali građevinski instalacijski radovi	F	4	NE
43.31.0	Fasadni i štukaturni radovi	F	4	NE
43.32.0	Radovi na ugradnji stolarije	F	4	NE
43.33.1	Radovi na postavljanju podnih i zidnih obloga od kamena, betonskih blokova, keramičkih pločica i ploča	F	4	NE
43.33.2	Radovi na postavljanju parketa i ostalih drvenih podnih i zidnih obloga	F	4	NE
43.33.9	Radovi na postavljanju podnih i zidnih obloga, d. n.	F	4	NE
43.34.1	Soboslikarski radovi	F	4	NE
43.34.2	Staklarski radovi	F	4	NE
43.35.0	Ostali završni građevinski radovi	F	4	NE
43.41.0	Radovi na krovištu i hidroizolaciji krovišta	F	4	NE
43.42.1	Radovi na montaži čeličnih elemenata u gradnji zgrada; radovi na zabijanju stupova (pilona) i radovi na fundiranju u gradnji zgrada	F	4	NE
43.42.9	Ostali specijalizirani građevinski radovi u gradnji zgrada, d. n.	F	4	NE
43.50.0	Specijalizirani građevinski radovi u niskogradnji	F	4	NE
43.60.0	Usluge posredovanja u pružanju specijaliziranih građevinskih usluga	F	4	NE
43.91.0	Zidarski radovi	F	4	NE
43.99.1	Radovi na postavljanju skela	F	4	NE
43.99.2	Radovi na betoniranju	F	4	NE
43.99.3	Radovi na sastavljanju i podizanju montažnih građevina	F	4	NE
43.99.4	Usluge iznajmljivanja dizalica (kranova) i građevinskih strojeva s rukovateljem, d. n.	F	4	NE
43.99.9	Specijalizirani građevinski radovi, d. n.	F	4	NE
46.11.0	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, poljoprivrednim sirovinama, živim životinjama, tekstilnim sirovinama i poluproizvodima	G	4	NE
46.12.0	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, gorivima, rudama, metalima i industrijskim kemikalijama	G	4	NE
46.13.0	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, drvenom građom i građevinskim materijalima	G	4	NE
46.14.0	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, strojevima, industrijskom opremom, brodovima i zrakoplovima	G	4	NE
